Mesocosm,Date,fCO2,fCH4,fN2O,Phase,Place,Sal,Temp,Treatment,Mes,Temperature,SPC,Salinity,SatDO,ConcDO,pH,Secchi,Chla,TSS,Alkalinity
Ankara1,29/08/2022,-18.90803222,0.080306001,1015.434987,1PreHW,Ankara,40,NO,pre40NOHEAT,1,23.82,61.44,41.33,91.8,6.12,9.08,106,30.51,53.25,2.97
Ankara2,29/08/2022,-16.48913499,0.329031549,1117.561834,1PreHW,Ankara,40,YES,pre40HEAT,2,23.8,60.8,40.84,79.3,5.3,9.07,92,68.11,81.15,3.68
Ankara3,29/08/2022,-12.94309666,0.24755249,845.4743445,1PreHW,Ankara,40,YES,pre40HEAT,3,23.78,61.16,41.12,79.5,5.31,8.83,103,21.97,50.93,2.78
Ankara4,29/08/2022,-28.24665907,0.325111348,27.77838164,1PreHW,Ankara,4,NO,pre4NOHEAT,4,23.62,8.12,4.5,100.9,8.33,9.34,46,37.17,43.75,2.68
Ankara5,29/08/2022,-31.36181914,0.384105384,12.79116363,1PreHW,Ankara,4,NO,pre4NOHEAT,5,23.67,7.98,4.42,126.5,10.45,9.79,120,3.07,8.72,5.46
Ankara6,29/08/2022,-23.02648558,0.713904199,55.58776036,1PreHW,Ankara,4,YES,pre4HEAT,6,23.63,8.17,4.53,84.5,6.98,9.16,82,25.85,17.01,3
Ankara7,29/08/2022,-23.16021523,0.13054121,1083.238944,1PreHW,Ankara,40,NO,pre40NOHEAT,7,23.88,60.7,40.77,129.5,8.65,9.1,107,31.02,61.21,3.16
Ankara8,29/08/2022,-21.81740121,0.271037126,53.62732689,1PreHW,Ankara,4,YES,pre4HEAT,8,23.44,8.38,4.66,97.1,8.05,9.68,104,20.25,13.4,3.06
Ankara9,29/08/2022,-22.51724491,0.231624253,233.2061238,1PreHW,Ankara,40,NO,pre40NOHEAT,9,23.65,61.84,41.64,117.8,7.86,9.29,100,14.2,66,4.88
Ankara10,29/08/2022,-23.08837866,0.191144314,30.00093832,1PreHW,Ankara,4,YES,pre4HEAT,10,23.45,8.25,4.58,112.7,9.34,9.98,120,4.46,9.4,5.32
Ankara11,29/08/2022,-27.28777586,0.344152958,63.89512393,1PreHW,Ankara,4,NO,pre4NOHEAT,11,23.85,8.32,4.62,158.8,13.06,10.1,120,2.95,7.8,6.59
Ankara12,29/08/2022,-28.19150653,0.553257477,49.22919875,1PreHW,Ankara,4,NO,pre4NOHEAT,12,23.56,8.25,4.58,91.8,7.59,9.51,87,13.32,17.33,6.14
Ankara13,29/08/2022,,,,1PreHW,Ankara,40,YES,pre40HEAT,13,23.82,59.82,40.1,72,4.84,8.84,108,20.44,41.26,3.08
Ankara14,29/08/2022,-19.34844223,0.096234238,573.0472227,1PreHW,Ankara,40,YES,pre40HEAT,14,23.91,59.89,40.15,100,6.7,8.94,118,5.05,32.4,3.39
Ankara15,29/08/2022,-22.88039819,0.564112843,32.22762294,1PreHW,Ankara,4,YES,pre4HEAT,15,23.3,8.36,4.65,80.5,6.68,8.99,78,32.72,22.29,3.29
Ankara16,29/08/2022,-11.98244578,0.236525249,776.8373911,1PreHW,Ankara,40,NO,pre40NOHEAT,16,24,59.05,39.51,62.1,4.17,8.59,94,12.24,36.18,1.47
Ankara1,05/09/2022,,0.068666136,,1PreHW,Ankara,40,NO,pre40NOHEAT,1,22.94,63.44,42.88,83.6,5.61,9.05,120,14.89,39,3.03
Ankara2,05/09/2022,,0.170361803,,1PreHW,Ankara,40,YES,pre40HEAT,2,22.81,62.55,42.19,53.3,3.6,8.64,120,3.98,39.6,3.23
Ankara3,05/09/2022,,0.111549851,,1PreHW,Ankara,40,YES,pre40HEAT,3,22.93,62.97,42.51,79.7,5.36,8.84,120,11.82,39.4,3.06
Ankara4,05/09/2022,,0.263071841,,1PreHW,Ankara,4,NO,pre4NOHEAT,4,22.68,8.36,4.65,78.5,6.59,9.18,29,37.77,50,3.75
Ankara5,05/09/2022,,0.28702658,,1PreHW,Ankara,4,NO,pre4NOHEAT,5,23.12,8.21,4.56,91.5,7.63,10.23,120,3.31,6.4,6.32
Ankara6,05/09/2022,,0.539280875,,1PreHW,Ankara,4,YES,pre4HEAT,6,22.82,8.41,4.68,79,6.62,9.14,54,45.64,24,2.69
Ankara7,05/09/2022,,0.071729258,,1PreHW,Ankara,40,NO,pre40NOHEAT,7,22.84,62.46,42.12,72.8,4.91,9.17,120,6.18,38.8,4.14
Ankara8,05/09/2022,,0.355878554,,1PreHW,Ankara,4,YES,pre4HEAT,8,22.69,8.63,4.81,82.3,6.91,9.86,91,12.91,13.33,7.22
Ankara9,05/09/2022,-25.24153368,0.2052814,131.5034397,1PreHW,Ankara,40,NO,pre40NOHEAT,9,22.81,63.63,43.02,58.2,3.91,9.07,120,4.1,36.4,3.55
Ankara10,05/09/2022,-29.52177962,0.135847417,6.409595733,1PreHW,Ankara,4,YES,pre4HEAT,10,22.6,8.51,4.75,92.1,7.75,10.32,115,2.73,9.6,6.25
Ankara11,05/09/2022,-35.03052144,0.123553661,4.227639585,1PreHW,Ankara,4,NO,pre4NOHEAT,11,22.69,8.57,4.78,91.6,7.69,10.36,99,3.78,10.2,6.47
Ankara12,05/09/2022,-34.36485352,0.221891166,15.11553421,1PreHW,Ankara,4,NO,pre4NOHEAT,12,22.73,8.47,4.72,81.8,6.87,9.61,70,12.99,21.67,4
Ankara13,05/09/2022,-26.40405922,0.098072112,370.5739645,1PreHW,Ankara,40,YES,pre40HEAT,13,22.78,61.55,41.43,68.8,4.67,9.03,120,7.6,37.2,3.79
Ankara14,05/09/2022,-29.68230605,0.055801021,301.7671177,1PreHW,Ankara,40,YES,pre40HEAT,14,23.21,61.58,41.44,107,7.2,9.27,120,15.78,23.4,4.82
Ankara15,05/09/2022,-27.49919168,0.29011891,6.410516535,1PreHW,Ankara,4,YES,pre4HEAT,15,22.57,8.61,4.8,73.5,6.18,8.99,53,57.05,39,2.31
Ankara16,05/09/2022,-22.85687556,0.11828872,472.429823,1PreHW,Ankara,40,NO,pre40NOHEAT,16,23.1,60.6,40.7,87.7,5.94,8.89,98,42.61,56.67,3.14
Ankara1,08/09/2022,-26.11090336,0.085206997,514.9776415,1PreHW,Ankara,40,NO,pre40NOHEAT,1,19.62,60.53,40.57,100.3,7.22,,120,22.18,40.8,
Ankara2,08/09/2022,-21.25561618,0.280021589,549.3805243,1PreHW,Ankara,40,YES,pre40HEAT,2,19.71,59.86,40.16,72.5,5.23,,120,7.66,50,
Ankara3,08/09/2022,-26.49956738,0.111549851,341.343338,1PreHW,Ankara,40,YES,pre40HEAT,3,19.74,60.23,40.45,111.2,8.01,,120,21.62,36.2,
Ankara4,08/09/2022,-31.16157862,0.383067366,59.64837004,1PreHW,Ankara,4,NO,pre4NOHEAT,4,19.83,7.79,4.33,115,10.22,,29,36.01,37.2,
Ankara5,08/09/2022,-38.57499686,0.294518011,47.87526382,1PreHW,Ankara,4,NO,pre4NOHEAT,5,20.07,7.57,4.2,112.6,9.98,,120,2.93,7.6,
Ankara6,08/09/2022,-35.41413792,0.484654408,27.37376522,1PreHW,Ankara,4,YES,pre4HEAT,6,19.67,8.07,4.49,91,8.1,,58,46.68,22.8,
Ankara7,08/09/2022,-30.24529704,0.049062151,341.6299017,1PreHW,Ankara,40,NO,pre40NOHEAT,7,19.59,59.98,40.26,83.7,6.04,,120,19.7,36,
Ankara8,08/09/2022,-37.29304007,0.257653021,20.51456476,1PreHW,Ankara,4,YES,pre4HEAT,8,19.38,8.3,4.63,91.5,8.2,,84,12.02,11.6,
Ankara9,08/09/2022,-27.81406759,0.151983068,480.596215,1PreHW,Ankara,40,NO,pre40NOHEAT,9,19.51,60.77,40.86,93.3,6.73,,120,14.04,33.2,
Ankara10,08/09/2022,-38.33463186,0.155581005,4.182084028,1PreHW,Ankara,4,YES,pre4HEAT,10,19.33,8.09,4.51,98,8.79,,120,2.75,4,
Ankara11,08/09/2022,-38.48548393,0.105774017,-0.490296989,1PreHW,Ankara,4,NO,pre4NOHEAT,11,19.32,8.1,4.51,94.5,8.48,,120,1.17,9,
Ankara12,08/09/2022,-37.8978206,0.180787946,-2.798414837,1PreHW,Ankara,4,NO,pre4NOHEAT,12,19.49,8.08,4.5,100.7,9.01,,70,9.09,12.6,
Ankara13,08/09/2022,-27.43391332,0.151983068,-39.92727791,1PreHW,Ankara,40,YES,pre40HEAT,13,19.59,58.91,39.45,86.8,6.3,,120,7.37,32.6,
Ankara14,08/09/2022,-31.95357841,0.053350523,860.3448598,1PreHW,Ankara,40,YES,pre40HEAT,14,19.92,58.98,39.5,115.4,8.33,,120,21.31,36.4,
Ankara15,08/09/2022,-30.19804175,0.261957686,34.51957647,1PreHW,Ankara,4,YES,pre4HEAT,15,19.37,8.17,4.56,96.7,8.67,,42,77.32,40,
Ankara16,08/09/2022,-26.16393051,0.092558491,445.0688366,1PreHW,Ankara,40,NO,pre40NOHEAT,16,19.84,57.73,38.55,101,7.34,,84,69.43,53,
Ankara1,12/09/2022,-28.14768206,0.085206997,373.5095132,1PreHW,Ankara,40,NO,pre40NOHEAT,1,21.01,61.88,41.7,107.7,7.52,9.31,101,30.04,39.58,3.68
Ankara2,12/09/2022,-13.86891541,0.67294299,924.2615208,1PreHW,Ankara,40,YES,pre40HEAT,2,21.02,61.02,41.04,86.4,6.05,8.76,120,9.15,38.6,1.79
Ankara3,12/09/2022,-26.02930965,0.115225598,752.2573376,1PreHW,Ankara,40,YES,pre40HEAT,3,20.99,61.42,41.35,88.9,6.23,9.24,120,27.15,36.2,3.33
Ankara4,12/09/2022,-28.83721916,0.201042452,26.8315546,1PreHW,Ankara,4,NO,pre4NOHEAT,4,20.83,7.95,4.42,84.6,7.38,9.21,29,32.15,35.67,3.16
Ankara5,12/09/2022,-35.41830784,0.298160826,24.41491832,1PreHW,Ankara,4,NO,pre4NOHEAT,5,21.21,7.73,4.29,107.8,9.34,10.38,120,3.7,9.8,5.16
Ankara6,12/09/2022,-27.0630751,0.345509403,15.49979139,1PreHW,Ankara,4,YES,pre4HEAT,6,20.91,8.23,4.58,77.1,6.7,9.14,57,31.76,22,2.27
Ankara7,12/09/2022,-28.86611019,0.128090712,407.4206313,1PreHW,Ankara,40,NO,pre40NOHEAT,7,21.27,61.15,41.14,135.1,9.42,9.39,120,18.24,55.14,4.35
Ankara8,12/09/2022,-35.52384449,0.282811665,40.5045371,1PreHW,Ankara,4,YES,pre4HEAT,8,20.7,8.47,4.73,89.6,7.82,10.09,94,11.29,16.25,6.13
Ankara9,12/09/2022,-30.51400492,0.189965787,304.8247712,1PreHW,Ankara,40,NO,pre40NOHEAT,9,20.9,62.02,41.81,123.7,8.65,9.44,120,34.32,60,5
Ankara10,12/09/2022,-36.81834073,0.177064614,17.7588749,1PreHW,Ankara,4,YES,pre4HEAT,10,20.91,8.23,4.58,86.7,7.54,10.5,120,2.65,13.11,7.33
Ankara11,12/09/2022,-35.74239166,0.097762982,33.7037129,1PreHW,Ankara,4,NO,pre4NOHEAT,11,20.69,8.27,4.61,90.7,7.92,10.52,120,2.08,8.6,7.33
Ankara12,12/09/2022,-31.3016331,0.19612018,26.7589953,1PreHW,Ankara,4,NO,pre4NOHEAT,12,20.99,8.24,4.59,109.8,9.53,9.95,98,4.22,11.2,6.79
Ankara13,12/09/2022,-27.33539229,0.137892704,270.434506,1PreHW,Ankara,40,YES,pre40HEAT,13,20.86,60.13,40.37,95,6.7,9.47,120,8.67,41,3.44
Ankara14,12/09/2022,-29.8068048,0.079080752,476.4349611,1PreHW,Ankara,40,YES,pre40HEAT,14,21.16,60.18,40.41,115.1,8.07,9.17,105,28.19,57.14,4.89
Ankara15,12/09/2022,-25.9501644,0.256991941,24.63428901,1PreHW,Ankara,4,YES,pre4HEAT,15,20.67,8.33,4.64,95.8,8.37,9.17,42,45.62,30.8,3.18
Ankara16,12/09/2022,-27.35176343,0.099909985,476.573919,1PreHW,Ankara,40,NO,pre40NOHEAT,16,21.1,58.83,39.38,86.1,6.09,9.14,85,67.76,84.8,5
Ankara1,15/09/2022,-27.5175261,0.077242879,-414.281138,1PreHW,Ankara,40,NO,pre40NOHEAT,1,18.72,60.6,40.72,116.7,8.54,9.27,110,27.19,41,4.19
Ankara2,15/09/2022,-15.13823344,0.18077642,342.0240747,1PreHW,Ankara,40,YES,pre40HEAT,2,20.9,59.29,39.73,76.4,5.41,8.62,120,12.63,46.6,1.67
Ankara3,15/09/2022,-19.00754365,0.09378374,99.51968039,1PreHW,Ankara,40,YES,pre40HEAT,3,20.24,60.15,40.39,83.4,5.95,9.1,110,33.28,45.8,3.13
Ankara4,15/09/2022,-32.2970901,0.190033942,-26.68248314,1PreHW,Ankara,4,NO,pre4NOHEAT,4,18.66,7.84,4.36,95.6,8.71,9.1,45,33.12,22.67,2.08
Ankara5,15/09/2022,-29.5994453,0.217080044,-16.96993896,1PreHW,Ankara,4,NO,pre4NOHEAT,5,19.05,7.54,4.18,104.8,9.47,10.26,120,4.95,6,6.67
Ankara6,15/09/2022,-23.54212258,0.31352634,1.967419997,1PreHW,Ankara,4,YES,pre4HEAT,6,21.28,8.12,4.52,78.4,6.77,9,68,32,15.14,2.35
Ankara7,15/09/2022,-25.83252353,0.058251519,-303.7531314,1PreHW,Ankara,40,NO,pre40NOHEAT,7,18.72,59.43,39.84,88.2,6.49,9.28,120,24.23,77.6,3.93
Ankara8,15/09/2022,-33.13285567,0.278528801,-33.37060083,1PreHW,Ankara,4,YES,pre4HEAT,8,20.16,8.25,4.6,90.7,8,9.99,85,13.44,17.8,6.43
Ankara9,15/09/2022,-25.09976459,0.126252839,-250.295914,1PreHW,Ankara,40,NO,pre40NOHEAT,9,18.57,59.74,40.07,121.8,8.97,9.44,108,34.06,72,4.41
Ankara10,15/09/2022,-32.86493801,0.129115319,-33.6711057,1PreHW,Ankara,4,YES,pre4HEAT,10,20.78,8.14,4.53,91.4,7.97,10.35,120,2.83,8.4,6.33
Ankara11,15/09/2022,,,,1PreHW,Ankara,4,NO,pre4NOHEAT,11,18.52,8.17,4.56,82.9,7.56,10.42,120,1.17,8.6,7.5
Ankara12,15/09/2022,-26.45746802,0.132223563,-4.155771941,1PreHW,Ankara,4,NO,pre4NOHEAT,12,18.85,8.18,4.56,114.6,10.37,10.01,120,1.5,10.6,6.25
Ankara13,15/09/2022,-22.09951869,0.115225598,-120.377582,1PreHW,Ankara,40,YES,pre40HEAT,13,20.64,59.13,39.61,74.7,5.31,9.03,120,7.17,35.2,3.65
Ankara14,15/09/2022,-19.9640472,0.06253989,42.658661,1PreHW,Ankara,40,YES,pre40HEAT,14,21.16,58.97,39.49,91.8,6.47,9.41,110,28.34,63,4.04
Ankara15,15/09/2022,-26.15349813,0.240393778,-6.953727433,1PreHW,Ankara,4,YES,pre4HEAT,15,20.64,8.12,4.52,90.5,7.91,9.16,61,45.12,25.6,2.67
Ankara16,15/09/2022,-18.44928489,0.063765139,174.0542085,1PreHW,Ankara,40,NO,pre40NOHEAT,16,18.93,58.16,38.88,80,5.9,9.13,72,56.16,104,3.39
Ankara1,19/09/2022,-21.8243107,0.031908665,-102.4319814,1PreHW,Ankara,40,NO,pre40NOHEAT,1,20.66,61.63,41.51,88.3,6.21,9.36,115,9.05,61.43,4.53
Ankara2,19/09/2022,-15.78141658,0.18077642,282.2472831,1PreHW,Ankara,40,YES,pre40HEAT,2,21.55,60.35,40.53,76.9,5.35,8.76,116,19.15,48,1.91
Ankara3,19/09/2022,-24.68511132,0.103585732,-311.3265406,1PreHW,Ankara,40,YES,pre40HEAT,3,21.15,61.25,41.22,88.5,6.18,9.12,99,35.16,65.31,3.79
Ankara4,19/09/2022,-20.75519465,0.205353214,14.43960747,1PreHW,Ankara,4,NO,pre4NOHEAT,4,20.56,9.06,5.08,91.8,8.01,9.19,35,31.2,36.33,3.33
Ankara5,19/09/2022,-19.70739627,0.205964429,18.29441011,1PreHW,Ankara,4,NO,pre4NOHEAT,5,20.69,7.72,4.28,100.3,8.78,10.22,120,2.32,9.4,6.15
Ankara6,19/09/2022,-26.83735316,0.344227587,-12.63638776,1PreHW,Ankara,4,YES,pre4HEAT,6,22.07,8.27,4.61,69.3,5.89,9.02,65,25.48,17.65,2.98
Ankara7,19/09/2022,-23.44392218,0.053963147,-212.0081176,1PreHW,Ankara,40,NO,pre40NOHEAT,7,20.74,60.11,40.36,79.5,5.62,9.3,120,15.15,89.19,3.65
Ankara8,19/09/2022,-22.86521861,0.26851089,-3.781262625,1PreHW,Ankara,4,YES,pre4HEAT,8,25.71,9.01,5.03,73.7,5.84,10.01,82,10.38,17.32,7.6
Ankara9,19/09/2022,,,,1PreHW,Ankara,40,NO,pre40NOHEAT,9,20.72,60.67,40.78,117.6,8.3,9.54,89,17.13,109,5.47
Ankara10,19/09/2022,-23.87039692,0.116795182,-1.85313024,1PreHW,Ankara,4,YES,pre4HEAT,10,22.52,8.34,4.64,97.1,8.18,10.3,120,0.89,8.8,6.92
Ankara11,19/09/2022,-24.87240993,0.078706587,-1.611213247,1PreHW,Ankara,4,NO,pre4NOHEAT,11,20.5,8.34,4.65,81.3,7.12,10.38,120,0.4,9.6,7.31
Ankara12,19/09/2022,-24.05715181,0.083622003,0.964210119,1PreHW,Ankara,4,NO,pre4NOHEAT,12,20.79,8.33,4.64,104.1,9.07,9.98,120,0.97,11.6,6
Ankara13,19/09/2022,-25.64488654,0.151370443,-418.9955856,1PreHW,Ankara,40,YES,pre40HEAT,13,22.39,60.29,40.48,76.6,5.26,9.02,120,23.84,37.4,2.91
Ankara14,19/09/2022,-17.02058275,-0.004848805,176.1927743,1PreHW,Ankara,40,YES,pre40HEAT,14,22.39,60.12,40.35,73.4,5.04,9.38,103,24.82,66.33,4.4
Ankara15,19/09/2022,-23.88085279,0.239722554,-1.794145461,1PreHW,Ankara,4,YES,pre4HEAT,15,22.47,8.35,4.65,89.3,7.54,9.19,65,20.69,22,3.61
Ankara16,19/09/2022,-16.28101677,0.095621614,265.9691027,1PreHW,Ankara,40,NO,pre40NOHEAT,16,20.85,58.96,39.48,80,5.67,9.06,66,45.64,88.67,3.62
Ankara1,22/09/2022,-26.65649129,0.061927266,-343.3069813,2HW,Ankara,40,NO,HW40NOHEAT,1,18.33,59.89,40.18,95.1,7.04,10.08,112,25.81,39.8,
Ankara2,22/09/2022,-26.54368719,0.332094672,-413.5416438,2HW,Ankara,40,YES,HW40HEAT,2,20.48,59.46,39.86,107.6,7.66,10.09,103,28.33,54.4,
Ankara3,22/09/2022,-26.74693624,0.111549851,-424.1005825,2HW,Ankara,40,YES,HW40HEAT,3,20.39,59.94,40.23,91.2,6.49,10.11,104,45.1,47.2,
Ankara4,22/09/2022,-32.14726663,0.380070605,-25.59000951,2HW,Ankara,4,NO,HW4NOHEAT,4,18.45,7.84,4.36,104,9.51,9.27,50,36.27,31.43,
Ankara5,22/09/2022,-32.17793461,0.156210583,-26.22542898,2HW,Ankara,4,NO,HW4NOHEAT,5,18.67,7.46,4.14,116.2,10.59,10.11,120,2.44,5.4,
Ankara6,22/09/2022,-21.99864881,0.288356082,9.881432801,2HW,Ankara,4,YES,HW4HEAT,6,20.41,8.18,4.56,83.9,7.37,9.14,73,42.57,19.2,
Ankara7,22/09/2022,-27.75966648,0.039260159,-415.9542304,2HW,Ankara,40,NO,HW40NOHEAT,7,18.35,59.32,39.75,88.1,6.53,10.09,101,28.45,98.5,
Ankara8,22/09/2022,-26.26056098,0.198594231,-2.352363626,2HW,Ankara,4,YES,HW4HEAT,8,20.42,8.38,4.68,86.2,7.56,10.07,106,11.5,12.2,
Ankara9,22/09/2022,-19.62900235,0.115225598,117.0732362,2HW,Ankara,40,NO,HW40NOHEAT,9,18.25,59.92,40.2,123.5,9.15,10.08,90,35.45,136,
Ankara10,22/09/2022,-22.34980984,0.123587122,8.34691383,2HW,Ankara,4,YES,HW4HEAT,10,20.48,8.13,4.53,95.8,8.4,10.09,120,2.28,6.6,
Ankara11,22/09/2022,-23.62342147,0.045520123,8.844607687,2HW,Ankara,4,NO,HW4NOHEAT,11,18.07,8.13,4.54,92.8,8.54,10.07,120,3.76,5,
Ankara12,22/09/2022,-23.76481117,0.166055366,7.382915642,2HW,Ankara,4,NO,HW4NOHEAT,12,18.45,8.13,4.53,114.7,10.47,10.07,120,2,9.8,
Ankara13,22/09/2022,-21.37674224,0.238975747,-67.31632692,2HW,Ankara,40,YES,HW40HEAT,13,20.5,58.83,39.39,114.1,8.15,10.13,110,27.32,37.6,
Ankara14,22/09/2022,-20.06801825,0.059476768,22.77336969,2HW,Ankara,40,YES,HW40HEAT,14,20.43,58.84,39.39,92.3,6.6,10.07,92,40.63,98,
Ankara15,22/09/2022,-25.74468857,0.268680474,-4.968697092,2HW,Ankara,4,YES,HW4HEAT,15,20.46,8.23,4.58,93.6,8.21,10.12,85,31.61,19.75,
Ankara16,22/09/2022,-25.62557914,0.080918626,-284.846321,2HW,Ankara,40,NO,HW40NOHEAT,16,18.57,57.45,38.34,89,6.63,10.11,80,53.15,100,
Ankara1,26/09/2022,-21.10526786,0.064990388,109.2962774,2HW,Ankara,40,NO,HW40NOHEAT,1,15.53,60.78,40.8,108.2,8.41,9.71,98,52.92,72.31,4.77
Ankara2,26/09/2022,-21.38641623,0.648157942,-104.6281273,2HW,Ankara,40,YES,HW40HEAT,2,21.71,60.23,40.44,108.3,7.52,9.07,106,16.87,47.2,1.67
Ankara3,26/09/2022,-19.52343979,0.664045793,21.28502252,2HW,Ankara,40,YES,HW40HEAT,3,21.75,61.02,41.04,70.3,4.86,9.23,93,34.62,72.67,3.21
Ankara4,26/09/2022,-21.09884076,0.303338173,25.02363199,2HW,Ankara,4,NO,HW4NOHEAT,4,15.61,7.89,4.39,130,12.6,9.58,50,36.09,32,3.9
Ankara5,26/09/2022,-22.12693313,0.193813143,20.6036289,2HW,Ankara,4,NO,HW4NOHEAT,5,15.75,7.56,4.2,107.2,10.37,10.53,120,2.41,7.2,7.92
Ankara6,26/09/2022,-24.3012634,0.51192843,-2.209795135,2HW,Ankara,4,YES,HW4HEAT,6,21.85,8.34,4.65,80.6,6.88,9.23,88,24.79,15.81,4.09
Ankara7,26/09/2022,-21.40481681,0.066828262,90.02739409,2HW,Ankara,40,NO,HW40NOHEAT,7,15.55,59.95,40.17,94.9,7.4,9.57,99,14.37,107.5,5.29
Ankara8,26/09/2022,-24.35474031,0.220071791,-2.367843024,2HW,Ankara,4,YES,HW4HEAT,8,21.83,8.53,4.76,82.5,7.04,9.57,94,5.92,19.6,7.6
Ankara9,26/09/2022,-22.66354739,0.131766459,17.31395573,2HW,Ankara,40,NO,HW40NOHEAT,9,15.37,60.59,40.65,105.6,8.24,9.96,85,60.54,173,5.46
Ankara10,26/09/2022,-24.81043065,0.15860388,-4.102534565,2HW,Ankara,4,YES,HW4HEAT,10,21.8,8.31,4.63,92,7.86,10.56,120,5.19,7,6.54
Ankara11,26/09/2022,-30.12196735,0.060919405,-9.617288921,2HW,Ankara,4,NO,HW4NOHEAT,11,15.31,8.24,4.6,92.2,8.98,10.65,120,5.88,5,7.31
Ankara12,26/09/2022,-25.79284084,0.24056766,5.843139138,2HW,Ankara,4,NO,HW4NOHEAT,12,15.89,8.22,4.59,132,12.7,10.47,120,0.51,10.2,7.69
Ankara13,26/09/2022,-17.73943886,0.300238198,140.947483,2HW,Ankara,40,YES,HW40HEAT,13,21.84,59.98,40.25,88.8,6.16,9.36,105,17.52,46.8,2.5
Ankara14,26/09/2022,-17.37105048,0.036809661,231.1866926,2HW,Ankara,40,YES,HW40HEAT,14,19.43,59.64,40,79.1,5.74,9.59,89,35.15,107,3.23
Ankara15,26/09/2022,-21.86453106,0.285240532,8.095783481,2HW,Ankara,4,YES,HW4HEAT,15,21.5,8.42,4.7,81.2,6.97,10.39,100,9.58,14,4
